eps,index,u,v
0.1,126,1.133998870850e+01,4.597789764404e+00
0.1,127,8.709280967712e+00,6.771232604980e+00
0.1,128,1.175758647919e+01,8.441370964050e+00
0.1,129,1.212940216064e+01,9.459342002869e+00
0.1,130,1.050690650940e+01,6.084800243378e+00
0.1,131,1.346130275726e+01,6.931308269501e+00
0.1,132,1.032763862610e+01,9.290526390076e+00
0.1,133,1.226097774506e+01,9.917727470398e+00
0.1,134,9.925450325012e+00,9.493536949158e+00
0.1,135,6.295974731445e+00,7.081427097321e+00
0.1,136,1.232227993011e+01,7.953428745270e+00
0.1,137,1.304973125458e+01,7.456813812256e+00
0.1,138,7.325216770172e+00,8.803929328918e+00
0.1,139,1.075328350067e+01,5.683398723602e+00
0.1,140,1.107677650452e+01,1.076140308380e+01
0.1,141,1.342951965332e+01,6.956097602844e+00
0.1,142,1.025441741943e+01,1.050363159180e+01
0.1,143,9.879823684692e+00,9.108863830566e+00
0.1,144,1.196734523773e+01,9.837450027466e+00
0.1,145,1.190108489990e+01,7.184670925140e+00
0.1,146,1.115550422668e+01,1.256273937225e+01
0.1,147,1.282197761536e+01,7.627086639404e+00
0.1,148,1.063833045959e+01,6.453668117523e+00
0.1,149,9.925384521484e+00,9.407565116882e+00
0.1,150,9.822827339172e+00,6.947895050049e+00
0.1,151,1.142192745209e+01,9.767405509949e+00
0.1,152,1.207620143890e+01,1.065341854095e+01
0.1,153,1.151224803925e+01,1.407885742188e+01
0.1,154,1.085118293762e+01,8.601502418518e+00
0.1,155,1.102922344208e+01,4.993847846985e+00
0.1,156,1.021717834473e+01,1.441367816925e+01
0.1,157,7.827554225922e+00,1.177996349335e+01
0.1,158,9.795084953308e+00,1.074278545380e+01
0.1,159,1.259046077728e+01,8.355587005615e+00
0.1,160,1.382075786591e+01,3.800312757492e+00
0.1,161,1.129347133636e+01,8.549443244934e+00
0.1,162,8.121853828430e+00,7.957725048065e+00
0.1,163,1.137752437592e+01,9.245120048523e+00
0.1,164,8.450396537781e+00,9.020471572876e+00
0.1,165,1.322410488129e+01,8.322402954102e+00
0.1,166,7.006970405579e+00,8.926131248474e+00
0.1,167,8.480511665344e+00,7.897517681122e+00
0.1,168,2.937603712082e+00,1.050325679779e+01
0.1,169,1.360665035248e+01,7.617735385895e+00
0.1,170,1.255052089691e+01,1.215150928497e+01
0.1,171,8.925215721130e+00,9.116369247437e+00
0.1,172,7.221809387207e+00,7.160912990570e+00
0.1,173,3.788833379745e+00,5.599412441254e+00
0.1,174,1.101247310638e+01,9.922223091125e+00
0.1,175,7.598175048828e+00,5.953083992004e+00
0.1,176,9.983576774597e+00,7.121036052704e+00
0.1,177,9.591623306274e+00,6.882997035980e+00
0.1,178,9.648922920227e+00,5.852926731110e+00
0.1,179,1.073755836487e+01,7.892369747162e+00
0.1,180,1.206161022186e+01,8.323457717896e+00
0.1,181,1.067848110199e+01,6.374003887177e+00
0.1,182,1.112957191467e+01,8.727435112000e+00
0.1,183,1.270193767548e+01,7.472718715668e+00
0.1,184,1.189756298065e+01,6.127628326416e+00
0.1,185,1.021080684662e+01,9.538819313049e+00
0.1,186,1.241055965424e+01,6.072200298309e+00
0.1,187,1.276997375488e+01,8.010716438293e+00
0.1,188,1.208819866180e+01,9.670521736145e+00
0.1,189,9.843596458435e+00,4.947499752045e+00
0.1,190,1.284623241425e+01,1.041886138916e+01
0.1,191,1.326422309875e+01,8.578552246094e+00
0.1,192,1.235660076141e+01,9.159642219543e+00
0.1,193,9.875732421875e+00,6.290738582611e+00
0.1,194,9.263501167297e+00,1.127675056458e+01
0.1,195,1.253458690643e+01,1.305179882050e+01
0.1,196,2.920427083969e+00,8.306895256042e+00
0.1,197,8.503016471863e+00,8.990033149719e+00
0.1,198,1.150888824463e+01,3.658544301987e+00
0.1,199,1.033836555481e+01,7.348875522614e+00
0.1,200,1.172994136810e+01,9.509291648865e+00
0.1,201,7.007772922516e+00,6.725077152252e+00
0.1,202,1.021460437775e+01,8.380630493164e+00
0.1,203,8.414690971375e+00,9.783055305481e+00
0.1,204,7.970485210419e+00,8.982360839844e+00
0.1,205,1.050345325470e+01,1.109956455231e+01
0.1,206,1.186579799652e+01,7.472784519196e+00
0.1,207,5.781607151031e+00,1.122416877747e+01
0.1,208,1.171481227875e+01,4.164222717285e+00
0.1,209,7.666636943817e+00,1.185546970367e+01
0.1,210,1.290702724457e+01,7.651188850403e+00
0.1,211,1.151512050629e+01,1.317797374725e+01
0.1,212,1.106649017334e+01,5.017642498016e+00
0.1,213,9.003114700317e+00,7.668268680573e+00
0.1,214,1.056893444061e+01,8.842259407043e+00
0.1,215,8.971458435059e+00,8.484102249146e+00
0.1,216,6.905452251434e+00,7.979091167450e+00
0.1,217,1.232824611664e+01,7.855056285858e+00
0.1,218,1.048934459686e+01,9.762530326843e+00
0.1,219,1.245726299286e+01,1.099055480957e+01
0.1,220,1.412146282196e+01,7.624609470367e+00
0.1,221,1.192182350159e+01,7.816226482391e+00
0.1,222,1.360493373871e+01,8.394609451294e+00
0.1,223,9.659901618958e+00,6.652006626129e+00
0.1,224,1.014999675751e+01,7.332557678223e+00
0.1,225,8.051599502563e+00,4.005644798279e+00
0.1,226,4.034381389618e+00,1.080602741241e+01
0.1,227,9.032922744751e+00,7.140992641449e+00
0.1,228,1.299539470673e+01,5.990835666656e+00
0.1,229,8.855653762817e+00,7.396519660950e+00
0.1,230,9.821685791016e+00,1.014191722870e+01
0.1,231,1.018429851532e+01,7.697522640228e+00
0.1,232,9.056620597839e+00,8.841393470764e+00
0.1,233,1.172114086151e+01,8.121123313904e+00
0.1,234,1.350886440277e+01,8.810675621033e+00
0.1,235,1.362398433685e+01,7.774439334869e+00
0.1,236,9.431014060974e+00,1.005479717255e+01
0.1,237,1.030306911469e+01,6.125515937805e+00
0.1,238,1.137692928314e+01,1.206782531738e+01
0.1,239,4.172557353973e+00,9.735313415527e+00
0.1,240,1.178677654266e+01,1.133942699432e+01
0.1,241,9.268806457520e+00,8.804020881653e+00
0.1,242,1.090246295929e+01,1.232545661926e+01
0.1,243,7.272752285004e+00,8.590910911560e+00
0.1,244,1.284093379974e+01,1.293793678284e+01
0.1,245,1.216240119934e+01,5.842584133148e+00
0.1,246,7.841052532196e+00,9.894653320312e+00
0.1,247,1.104443645477e+01,9.180403709412e+00
0.1,248,1.382106685638e+01,6.887237548828e+00
0.1,249,9.225079536438e+00,7.138305664062e+00
0.1,250,1.117025756836e+01,8.775378227234e+00
0.1,251,1.051051521301e+01,1.501439571381e+01
0.1,252,1.239261627197e+01,1.082082653046e+01
0.1,253,3.777170181274e+00,9.206651687622e+00
0.1,254,8.752020835876e+00,9.449378013611e+00
0.1,255,7.858467102051e+00,1.150683307648e+01
0.03,0,9.196873664856e+00,9.196873664856e+00
0.03,1,1.320007705688e+01,1.085549736023e+01
0.03,2,1.202208042145e+01,6.979051113129e+00
0.03,3,7.978675842285e+00,1.255942344666e+01
0.03,4,1.080029201508e+01,1.078711795807e+01
0.03,5,1.422022628784e+01,7.987486839294e+00
0.03,6,1.148721218109e+01,1.166152572632e+01
0.03,7,1.180222129822e+01,9.559614181519e+00
0.03,8,7.367730617523e+00,1.122068500519e+01
0.03,9,1.249429798126e+01,7.260099411011e+00
0.03,10,9.780083656311e+00,1.212735366821e+01
0.03,11,9.284805297852e+00,8.858917236328e+00
0.03,12,1.227714061737e+01,9.243958473206e+00
0.03,13,1.433156013489e+01,8.182935714722e+00
0.03,14,8.593542098999e+00,1.133886528015e+01
0.03,15,1.120717144012e+01,5.546164512634e+00
0.03,16,1.283102989197e+01,7.502384662628e+00
0.03,17,1.327831268311e+01,1.245969676971e+01
0.03,18,1.415618515015e+01,1.064580154419e+01
0.03,19,1.316089344025e+01,5.632960796356e+00
0.03,20,1.291016674042e+01,8.153666496277e+00
0.03,21,1.396909523010e+01,1.075099277496e+01
0.03,22,8.073550224304e+00,1.235436439514e+01
0.03,23,7.349627971649e+00,1.314788055420e+01
0.03,24,1.143572998047e+01,7.671075344086e+00
