x,y
-1.4197319746e-01,3.7197639942e+00
-1.3752618432e-01,-4.1546068192e+00
-1.9757483155e-02,-3.7082631588e+00
-2.5436835289e+00,2.9533109665e+00
-2.8363423347e+00,2.8465437889e+00
2.9477765560e+00,-3.2643110752e+00
-3.0274190903e+00,-3.2418732643e+00
1.8612183630e-01,-4.0299458504e+00
4.1260747910e+00,-1.4100587368e-01
3.5703325272e+00,-7.1125328541e-01
-1.1609831825e-02,3.9441261292e+00
3.0121879578e+00,-2.5534379482e+00
-3.8916943073e+00,1.0612455755e-01
4.2563734055e+00,2.9142981768e-01
9.0290434659e-02,-3.8586692810e+00
-2.6180541515e+00,-2.6891629696e+00
2.5840823650e+00,-3.0976498127e+00
-1.2047656626e-01,-3.4767534733e+00
-1.7532305792e-02,4.1232542992e+00
2.7900571823e+00,-2.6277554035e+00
-2.0882327855e-01,-4.1384782791e+00
3.2330806255e+00,3.2300374508e+00
-2.5546655059e-01,3.7452058792e+00
3.7542119026e+00,2.1975091100e-01
-4.3473515511e+00,1.8947404623e-01
-2.5231065750e+00,-2.9639637470e+00
2.8995551169e-02,4.0153155327e+00
2.7181315422e+00,-2.4197864532e+00
-4.0017170906e+00,-4.3746992946e-01
2.9364924431e+00,-3.0196485519e+00
2.8060517311e+00,2.8257646561e+00
-9.0446129441e-02,-3.8282172680e+00
2.9547192156e-02,-3.9762125015e+00
2.6932391524e-01,-3.6609790325e+00
-2.7972693443e+00,2.8453848362e+00
-2.4690427780e+00,3.2589466572e+00
3.2638642788e+00,-2.5258765221e+00
3.0869584084e+00,-2.4620490074e+00
-2.8110895157e+00,-2.4778862000e+00
-2.5319519043e+00,2.9148628712e+00
2.1678538620e-01,-4.0219607353e+00
-9.3558775261e-03,-3.9973924160e+00
-3.9794502258e+00,4.2120185494e-01
-2.9641714096e+00,-3.0721042156e+00
4.1633338928e+00,-8.1043690443e-02
-2.5818111897e+00,-2.6285970211e+00
-1.0924059153e+00,-3.0201604366e+00
2.4296905994e+00,3.1077630520e+00
3.4218952656e+00,2.6326265335e+00
3.1005465984e+00,-2.4489917755e+00
-2.9364478588e+00,3.0936815739e+00
2.5896484852e+00,2.7305245399e+00
6.4364813268e-02,-4.4793038368e+00
3.1235551834e+00,-2.9898402691e+00
-8.9928908274e-03,4.8020524979e+00
-1.2333656102e-01,3.5183429718e+00
2.5710942745e+00,-2.7707304955e+00
-2.7971937656e+00,3.1747822762e+00
3.2505986691e+00,-2.9838924408e+00
-3.2691028118e+00,-3.4099614620e+00
2.9708430767e+00,-2.7539153099e+00
3.2932701111e+00,-2.8328211308e+00
1.5288891792e+00,3.6288647652e+00
3.0470728874e+00,2.9703249931e+00
9.0921282768e-02,4.2048802376e+00
2.1793601513e+00,3.2776670456e+00
3.9160540104e+00,5.7251169346e-03
2.8385512829e+00,-2.9561696053e+00
-2.9969685078e+00,-2.4265675545e+00
-2.4981744289e+00,2.7136819363e+00
2.7382910252e+00,2.8895518780e+00
3.0504179001e-01,4.0888404846e+00
2.6773021221e+00,-2.7086448669e+00
1.8171155825e-02,3.7266042233e+00
-9.0602153540e-01,-3.4667255878e+00
-3.2770073414e-01,-4.0751194954e+00
-1.8548527360e-01,3.6775593758e+00
-6.0671520233e-01,-3.3461298943e+00
2.5138802528e+00,2.9221355915e+00
3.1900818348e+00,2.7820584774e+00
5.7655376196e-01,-4.1612572670e+00
2.6052632332e+00,2.8618783951e+00
3.3846530318e-01,4.6705188751e+00
2.9568622112e+00,-3.1662395000e+00
-2.7835538387e+00,2.6730268002e+00
3.1528043747e+00,-2.6422810555e+00
-3.8217997551e+00,2.1993394196e-01
1.5940773487e-01,-4.4767699242e+00
3.9745056629e+00,-7.1003448963e-01
3.2183668613e+00,-2.8453116417e+00
3.1859142780e+00,-2.9670531750e+00
2.8696894646e+00,3.0054883957e+00
-3.7810850143e+00,-1.5567249060e-01
3.4477295876e+00,3.1434285641e+00
3.8839142770e-02,3.9137933254e+00
-2.7860662937e+00,3.3134968281e+00
-2.4259226322e+00,-2.7050521374e+00
2.8711774349e+00,-2.7358345985e+00
-3.9269275665e+00,2.2590857744e-01
1.8258975744e+00,3.6461443901e+00
3.1442973614e+00,-2.6025288105e+00
2.8677506447e+00,-3.1759729385e+00
3.4834322929e+00,2.7306852341e+00
-2.6709113121e+00,2.6377503872e+00
4.1077179909e+00,3.3894813061e-01
-2.7080841064e+00,-2.5191991329e+00
3.5684888363e+00,9.3139588833e-02
2.4338207245e+00,-2.9531621933e+00
2.5772607327e+00,-2.5268628597e+00
4.1631393433e+00,-2.3738893867e-01
-4.1065526009e+00,-7.2081305087e-02
3.2498619556e+00,-2.8410801888e+00
4.6873478889e+00,-2.7175274491e-01
-3.2641258836e-01,4.2436442375e+00
-4.4711387157e-01,-3.4614307880e+00
3.1153829098e+00,2.9876399040e+00
1.4364729822e-01,4.1758012772e+00
-2.9564175010e-01,4.0897893906e+00
3.3232411742e-01,-4.2379350662e+00
-2.6970500946e+00,2.7311561108e+00
3.5903675556e+00,-4.1530889273e-01
2.6724483967e+00,-2.4283576012e+00
-4.0164370537e+00,5.6081497669e-01
-4.0770330429e+00,-1.6820548102e-02
3.4755954146e-01,-3.8926277161e+00
2.9778449535e+00,-3.5082890987e+00
-2.6581945419e+00,-2.7215156555e+00
-1.4702695608e-01,-4.2401008606e+00
3.5600606352e-02,4.0419139862e+00
3.1458642483e+00,-3.1737551689e+00
-1.3144434430e-02,3.7124183178e+00
2.1303217411e+00,-3.0438752174e+00
-2.8131148815e+00,3.2890641689e+00
-2.8917787075e+00,2.6201858521e+00
3.6455676556e+00,4.4482599944e-02
-3.0850784779e+00,-2.7353796959e+00
-6.4843147993e-02,-3.9685285091e+00
-2.9566454887e+00,2.6406378746e+00
-1.9855226576e-01,3.7555742264e+00
-3.2522652149e+00,-3.4648561478e+00
2.2428405285e-01,-4.2883749008e+00
3.0563719273e+00,-3.1951830387e+00
-2.6002902985e+00,-2.8429794312e+00
-2.6192462444e+00,3.0006167889e+00
3.5215463638e+00,-4.7488670796e-02
3.3306512833e+00,-2.5628118515e+00
-2.8233230114e+00,2.6707019806e+00
-2.9648065567e+00,2.9905152321e+00
2.8397369385e+00,3.0386981964e+00
-2.4039442539e+00,2.9773316383e+00
-3.4511518478e+00,1.2158553600e+00
-3.0844078064e+00,-3.4393184185e+00
2.8954696655e-01,-3.5696015358e+00
-3.0150167942e+00,-1.5455051661e+00
3.0011336803e+00,2.7169702053e+00
3.6052305698e+00,-2.8028488159e+00
2.7736389637e+00,-2.4741139412e+00
3.8071313500e-01,3.9403080940e+00
3.2147502899e+00,2.7559020519e+00
-3.7940502167e-01,-4.0094389915e+00
-3.1061264873e-01,-4.5633611679e+00
2.4065561295e+00,-2.5605309010e+00
-4.7554131597e-02,4.3925275803e+00
-2.5720140934e+00,2.5677063465e+00
2.9950046539e-01,4.2668871880e+00
-2.4774360657e+00,-2.4540636539e+00
2.9911146164e+00,-1.1720896959e+00
3.5323836803e+00,1.1605117321e+00
-2.8731617332e-01,4.0505237579e+00
-2.8703825474e+00,2.8646388054e+00
2.3966273293e-02,-3.7884345055e+00
-1.9179528952e-01,-4.2531423569e+00
2.1120247245e-01,4.3969688416e+00
2.3398332596e+00,-2.8695800304e+00
-3.8900120258e+00,-4.4925153255e-02
-3.0077388287e+00,-2.9617691040e+00
3.8483529091e+00,2.3452560604e-01
-1.9379992783e-01,4.0631113052e+00
2.6273183823e+00,2.4645268917e+00
-2.9006850719e-01,-4.7791852951e+00
-2.7167255878e+00,-2.5868108273e+00
1.7208901644e+00,3.0415372849e+00
3.9344719052e-01,-3.9270322323e+00
2.8906915188e+00,3.1444559097e+00
7.8444913030e-02,-3.6011817455e+00
2.5343060493e+00,-2.5797059536e+00
-3.8444139063e-02,4.5088253021e+00
4.0757117271e+00,-2.8156024218e-01
5.4069895297e-02,4.5176305771e+00
-3.5211732388e+00,3.2790253162e+00
1.2742237747e-01,-3.9833724499e+00
3.0726504326e+00,-2.4885051250e+00
-2.7197405696e-01,3.7836756706e+00
-2.7851948738e+00,3.6458413601e+00
-2.8149890900e+00,-2.6946976185e+00
-2.6817998886e+00,-2.5443017483e+00
4.4091053009e+00,-1.3594245911e-01
-3.9777672291e+00,1.2747475505e-01
-2.5831124783e+00,-2.8156275749e+00
-2.8540818691e+00,-2.8392176628e+00
-3.6804340780e-02,3.9755268097e+00
4.0664448738e+00,-3.1119367480e-01
-3.7796449661e+00,-3.6995673180e-01
-4.3626480103e+00,2.8046372533e-01
2.9887461662e+00,1.6722748280e+00
3.0602512360e+00,-3.0621106625e+00
2.5896854401e+00,-2.9973988533e+00
2.4904634953e+00,-2.6588766575e+00
1.6537308693e+00,3.5796620846e+00
2.8243386745e+00,-2.4984555244e+00
2.6544032097e+00,2.9218597412e+00
-3.0657777786e+00,2.9835522175e+00
-1.4730432630e-01,4.5102529526e+00
1.1688934267e-01,4.3775091171e+00
-2.8226027489e+00,3.6967027187e+00
-2.6379568577e+00,3.1141850948e+00
-2.5855128765e+00,2.9129574299e+00
4.2956180573e+00,-3.1791928411e-01
-2.5248258114e+00,-2.7836282253e+00
6.1699837446e-01,-3.8314130306e+00
2.9156711102e+00,-2.6703324318e+00
2.7541601658e+00,2.0877282619e+00
3.0576980114e+00,2.7359414101e+00
-2.9985742569e+00,-3.3615970612e+00
-1.8795016408e-01,3.7120592594e+00
-3.3136665821e+00,2.5902042389e+00
-3.2308867574e-01,4.0285692215e+00
2.9133152962e+00,2.3884325027e+00
-2.8990828991e+00,-2.9289195538e+00
3.1730349064e+00,2.2842562199e+00
3.0420930386e+00,2.8604965210e+00
-3.0386781693e+00,-2.6648879051e+00
-6.2146101147e-02,-4.1169719696e+00
4.0302147865e+00,-2.3032996058e-01
-3.0288476944e+00,2.9098134041e+00
-3.8515386581e+00,-5.9903430939e-01
3.1399190426e+00,-3.4055204391e+00
2.7479841709e+00,-2.3525962830e+00
2.7647888660e+00,2.9655802250e+00
3.0472636223e+00,-3.1717905998e+00
-2.6897919178e+00,-3.0790421963e+00
2.8379077911e+00,2.7681202888e+00
2.6674003601e+00,2.4562520981e+00
-2.6904389262e-02,4.2196998596e+00
6.1047743075e-03,-4.1995882988e+00
-2.9774322510e+00,-2.4921550751e+00
3.8442578316e+00,-2.0018389449e-02
-2.8916621208e+00,2.5837025642e+00
-3.4906944633e-01,-4.0957026482e+00
4.1619415283e+00,3.2524287701e-01
-4.3470954895e+00,1.8514326215e-01
2.8078823090e+00,-2.5608696938e+00
2.7044341564e+00,-2.5830144882e+00
4.3829536438e+00,-1.6900980473e-01
-6.2406178564e-02,3.6363232136e+00
3.8452246189e+00,-7.8802164644e-03
-2.4509444237e+00,-2.9032905102e+00
3.2597396374e+00,-2.7710528374e+00
-3.9817276001e+00,-3.1991851330e-01
-3.5686171055e+00,1.4443241358e+00
2.0495194197e-01,3.9211072922e+00
4.0551161766e+00,-6.0934968293e-02
-4.2256145477e+00,3.6350312829e-01
3.0812754631e+00,2.9878950119e+00
-2.9127213359e-01,3.9972071648e+00
-2.7653856277e+00,2.6459949017e+00
-5.6032878160e-01,-4.3417239189e+00
2.6407725811e+00,-2.6255660057e+00
-1.9601643085e+00,3.5793039799e+00
2.8012924194e+00,-2.4074795246e+00
3.6314215660e+00,4.1649967432e-01
4.1418433189e+00,2.7269449830e-01
4.1844706535e+00,4.9143087864e-01
-4.1202034950e+00,-7.7828639746e-01
4.5712485909e-02,3.8659565449e+00
2.6503078938e+00,-1.5269069672e+00
6.2293046713e-01,-4.1605663300e+00
-3.5743515491e+00,-5.7458657026e-01
2.8517529964e+00,-2.6708993912e+00
-3.2470116615e+00,-9.8918008804e-01
2.7840948105e+00,2.8170270920e+00
-2.8596315384e+00,-3.0509016514e+00
1.4996580780e-02,-3.7523324490e+00
3.9037292004e+00,8.2853049040e-02
3.0836684704e+00,2.8879384995e+00
2.8181636333e+00,2.8142144680e+00
-3.0989270210e+00,-2.7714929581e+00
-1.2563354969e+00,-3.1351265907e+00
-2.6308131218e+00,3.2538936138e+00
-4.7717266083e+00,-1.4748246968e-01
-2.9866886139e+00,-2.4048347473e+00
4.3042230606e+00,3.7810814381e-01
-2.0610401630e+00,3.6411476135e+00
-3.3161799908e+00,-2.4950146675e+00
-4.1857388616e-01,-4.3135714531e+00
-3.0087964535e+00,-2.6935415268e+00
-4.3473525047e+00,-6.7151916027e-01
2.8150486946e+00,-2.8306486607e+00
1.5331175327e+00,3.4630868435e+00
4.8417445272e-02,4.1631088257e+00
-4.3993926048e+00,-1.2842810154e-01
-4.1674723625e+00,3.2565990090e-01
-3.9535088539e+00,3.4423312545e-01
-2.4474244118e+00,-2.8613536358e+00
-1.9411438704e-01,-3.7511658669e+00
-1.5624979138e-01,3.8838438988e+00
2.7931737900e+00,-2.8448932171e+00
4.5812215656e-02,-4.2207446098e+00
-3.2466959953e+00,2.2129406929e+00
-2.7904691696e+00,-2.9817183018e+00
-4.1133608818e+00,-1.9879424572e-01
3.6620637774e-01,4.2230734825e+00
2.5177652836e+00,2.8858139515e+00
-4.0911841393e+00,-4.0967643261e-01
-6.4902546001e-05,4.0972390175e+00
-3.9323561192e+00,3.9209762216e-01
-3.8272633553e+00,-8.9424118400e-02
-3.9398376942e+00,3.4149978310e-02
4.5386924744e+00,-3.9695528150e-01
-2.9706566334e+00,-2.7898826599e+00
2.8552391529e+00,3.0804476738e+00
1.4573788643e+00,-3.4852232933e+00
1.0319969654e+00,-3.1046628952e+00
1.0577524900e+00,-3.2867677212e+00
-3.7627139091e+00,-2.6062491536e-01
4.0565547943e+00,1.1419624090e-01
-3.8338975906e+00,2.6151412725e-01
-5.7114612311e-02,4.5279068947e+00
-2.9640035629e+00,2.9191563129e+00
-3.0603263378e+00,-1.4492347240e+00
-2.5267035961e+00,-2.4728584290e+00
2.5953381062e+00,-2.9709537029e+00
-3.0016658306e+00,-3.0651409626e+00
4.1658978462e+00,-4.0820974112e-01
3.1257471442e-01,-3.9815824032e+00
3.1206977367e+00,-2.5967054367e+00
-4.3742403984e+00,1.0171456635e-01
2.2971828282e-01,-3.8763954639e+00
-2.2095510960e+00,2.8246307373e+00
2.9707028866e+00,3.0353949070e+00
2.2987042367e-01,4.6144814491e+00
-3.3527202606e+00,-3.0891759396e+00
6.5205837600e-03,4.1220178604e+00
4.3700633049e+00,3.6091575027e-01
1.9685614109e+00,2.9513831139e+00
-2.5699713230e+00,3.0315845013e+00
-4.1660571098e+00,-5.9627894312e-02
1.5243805647e+00,-3.6889758110e+00
-3.0396375656e+00,1.3624871969e+00
-3.2041563988e+00,2.6654899120e+00
3.0084393024e+00,3.0030694008e+00
4.3506741524e+00,1.1414941400e-02
-1.2082470208e-01,3.8535575867e+00
-2.1426987648e+00,-3.4448852539e+00
-4.2130026817e+00,3.7932336330e-01
-4.5253205299e+00,-4.7857347876e-02
-4.6493705362e-02,4.2538290024e+00
3.4750649929e+00,-2.5742876530e+00
2.9046654701e+00,2.8229706287e+00
2.6346347332e+00,-1.9007155895e+00
-4.1924357414e+00,1.0529318824e-02
-2.7163058519e-01,-3.8819804192e+00
2.7752962112e+00,2.7417445183e+00
-1.9700205326e+00,-2.8543255329e+00
-2.6558892727e+00,2.8888688087e+00
-3.4320600033e+00,-9.0448331833e-01
-2.2639896870e+00,3.0283279419e+00
-4.2154145241e+00,-1.3806572556e-01
2.0488229394e-01,3.6665971279e+00
2.5429348946e+00,-2.8427278996e+00
-2.4675129354e-01,-4.0122261047e+00
-4.3758025169e+00,-1.2050504982e-01
1.1029037833e-01,-4.0739994049e+00
4.3312182426e+00,-1.5813559294e-01
-3.1254186630e+00,2.8804852962e+00
1.2265451252e-01,-4.2894034386e+00
-3.6503961086e+00,-3.8354638964e-02
-3.9449875355e+00,6.2702369690e-01
-4.5985105634e-01,4.4031572342e+00
2.1910531819e-01,3.5845985413e+00
3.8887107372e+00,-2.0986610651e-01
-2.4576997757e+00,-2.7964198589e+00
-3.1207139492e+00,2.5966458321e+00
-3.3432760239e+00,2.7544834614e+00
-3.9872453213e+00,1.6669405997e-01
2.9353418350e+00,2.6283431053e+00
2.6917641163e+00,2.7437119484e+00
1.3425830007e-01,3.6957764626e+00
2.9031932354e+00,-2.8944473267e+00
3.0493886471e+00,2.8026163578e+00
2.9313156605e+00,-2.9150309563e+00
2.1136307716e+00,-3.1129722595e+00
3.5076975822e+00,4.7957077622e-01
2.5934622288e+00,-2.5714383125e+00
-2.8266894817e+00,2.1121947765e+00
3.0927929878e+00,-2.9296317101e+00
-4.2044315338e+00,2.8804421425e-01
2.9009523392e+00,-3.2498807907e+00
-4.0271615982e+00,-1.7496496439e-01
-2.3917226791e+00,-3.2258262634e+00
2.6187577248e+00,-3.2059125900e+00
4.2320661545e+00,3.6579951644e-01
3.3406007290e+00,7.2036057711e-01
2.5628122687e-01,-3.8617911339e+00
2.7350797653e+00,3.0867774487e+00
2.9947261810e+00,-3.0291125774e+00
2.8072724342e+00,2.9350407124e+00
-3.8207902908e+00,-2.3417124152e-01
2.8750288486e+00,2.8400530815e+00
3.1981701851e+00,-3.1050512791e+00
1.0619078577e-01,-4.4937763214e+00
2.8164269924e+00,2.7657520771e+00
-3.1329469681e+00,-2.8903291225e+00
2.9850246906e+00,2.5036756992e+00
-2.6527404785e+00,2.7932176590e+00
-4.1310610771e+00,7.8530824184e-01
-1.2282884121e-01,4.1958818436e+00
-3.5900899768e-01,-4.6650586128e+00
3.3919389248e+00,2.9031620026e+00
3.8860046864e+00,9.0808011591e-02
-3.8065928221e-01,-4.2406287193e+00
-2.9287202358e+00,2.8287963867e+00
-2.7660837173e+00,2.5620424747e+00
-4.1323366165e+00,-1.1102949828e-01
-1.9339170307e-02,3.6914582253e+00
-3.0723962188e-01,-4.0561175346e+00
-4.1846227646e+00,2.5834718347e-01
-4.6928625107e+00,-3.6584019661e-02
-1.0686483234e-01,-3.8584916592e+00
-4.3898382187e+00,6.9363273680e-02
-3.0306117535e+00,2.5645160675e+00
-2.4195394516e+00,-3.4317674637e+00
-2.6559329033e+00,-3.2035906315e+00
2.9045047760e+00,2.7307286263e+00
-6.1568986624e-02,3.4105553627e+00
1.2693612278e-01,3.6722142696e+00
2.7233409882e-01,3.9274299145e+00
-2.5571570396e+00,-2.8927857876e+00
-1.1895245314e-01,-3.8741264343e+00
2.8321838379e+00,2.5411643982e+00
-3.1303424835e+00,2.6530017853e+00
3.8544812202e+00,-1.2731938064e-01
1.3262926340e+00,-3.7753224373e+00
3.2851526737e+00,-3.2339045405e-01
-2.5688951015e+00,2.9780035019e+00
3.5412976742e+00,2.4598518014e-01
-2.6384508610e+00,2.4197304249e+00
3.3502519131e+00,1.0542693138e+00
-1.5925057232e-01,3.9150800705e+00
-3.5617225170e+00,-2.7945148945e-01
-3.9553027153e+00,1.5448033810e-01
5.4687500000e-01,-4.0193786621e+00
-6.1785415746e-03,-3.5692672729e+00
2.7884664536e+00,2.7119958401e+00
4.7574521159e-04,4.0147094727e+00
-4.2491059303e+00,-5.0899840891e-02
3.1889874488e-02,4.1398143768e+00
2.3090970516e+00,2.9691851139e+00
-4.0265984535e+00,9.4581849873e-02
-4.2000946999e+00,-4.4211637229e-02
-2.9906091690e+00,2.6743030548e+00
-3.7731504440e+00,8.4628351033e-02
2.5403800011e+00,-2.8557448387e+00
9.6467071772e-01,3.2258737087e+00
-1.0375197232e-01,4.1966276169e+00
-2.7089798450e+00,-3.2236182690e+00
1.0016926378e-01,3.9189133644e+00
4.3752312660e+00,-1.5821674466e-01
-1.5893286467e+00,3.7646987438e+00
-3.6765575409e+00,-1.1553460732e-02
-2.5899102688e+00,-2.8726828098e+00
-2.7185201645e+00,2.7862193584e+00
-2.6682758331e+00,-2.5242364407e+00
2.8667867184e+00,3.0021076202e+00
-3.7336833477e+00,-1.7246980965e-01
3.7644955516e-01,4.2587051392e+00
2.6457867622e+00,2.7185473442e+00
-3.6902391911e+00,4.5880846679e-02
-8.1659890711e-02,3.5763068199e+00
-2.8660700321e+00,2.9883995056e+00
4.0183968544e+00,-2.1248805523e-01
1.5934677422e-01,-4.1372561455e+00
-2.7896876335e+00,-2.5213770866e+00
5.1137261093e-02,4.2794456482e+00
-4.3682937622e+00,6.7266523838e-02
-2.8936467171e+00,3.0796747208e+00
-3.1037259102e+00,2.9858653545e+00
-3.6407079697e+00,-2.3540589958e-02
-1.7058128119e-01,3.7826123238e+00
1.9204677641e-01,4.5608143806e+00
1.9606862962e-01,4.3388266563e+00
4.5960860252e+00,1.5180125833e-01
-2.8269364834e+00,2.4003055096e+00
3.3399446011e+00,3.3578994870e-01
-4.2425308228e+00,-6.7658282816e-02
3.6346411705e+00,-3.0793562531e-02
2.7719478607e+00,2.5921244621e+00
2.9142212868e+00,3.0119299889e+00
5.0649720430e-01,-4.2174468040e+00
1.2342251539e+00,-3.8134989738e+00
-3.3365404606e+00,2.9903087616e+00
-3.6682958603e+00,-2.4004562199e-01
3.8465673923e+00,-2.3690769076e-01
-2.8273015022e+00,2.5615491867e+00
2.4242879450e-01,4.0584902763e+00
4.0275368690e+00,-1.0734135658e-01
2.4436001778e+00,-3.0324323177e+00
-4.2390108109e+00,-1.3932286762e-02
4.1547179222e+00,2.8410938382e-01
4.1280121803e+00,2.7993500233e-01
3.3326375484e+00,2.7231433392e+00
3.0984196067e-01,4.3554577827e+00
4.1532840729e+00,-2.9517889023e-01
3.2738807201e+00,2.7603073120e+00
-4.2168059349e+00,-4.6823758632e-02
-3.1363925934e+00,-3.0576431751e+00
2.9256346226e+00,-1.8356966972e+00
-2.6646969318e+00,3.1105954647e+00
4.1293196678e+00,1.1478523165e-01
-2.7835197449e+00,-3.3918488026e+00
4.3787441254e+00,-1.6849197447e-01
2.6233665943e+00,3.0686528683e+00
2.1436434984e-01,4.1619172096e+00
3.3390933275e-01,4.4837641716e+00
-2.3746818304e-01,-4.5374445915e+00
-2.6388626099e+00,-3.3842282295e+00
-2.1894626617e+00,2.9535460472e+00
2.9071168900e+00,2.7716829777e+00
-2.8730683327e+00,-2.8000226021e+00
4.1223755479e-01,4.2301249504e+00
2.6412909031e+00,2.9216098785e+00
-2.9129137993e+00,-3.0209953785e+00
4.1273036003e+00,3.9879900217e-01
2.8248617649e+00,2.9763381481e+00
3.8831110001e+00,-2.2842602432e-01
-2.5004754066e+00,2.5463254452e+00
2.9677486420e+00,-3.0238027573e+00
3.1539914608e+00,-3.2521574497e+00
-3.0602989197e+00,-2.8122484684e+00
4.3295669556e+00,2.1949695051e-01
2.6834859848e+00,-2.4221997261e+00
-8.6521379650e-02,4.0323333740e+00
-3.0555818081e+00,-2.5419318676e+00
-2.9996876717e+00,2.9371051788e+00
2.5225086212e+00,2.4971253872e+00
-4.3078541756e+00,-4.1648253798e-01
2.5546078682e+00,-2.5690300465e+00
2.7610805035e+00,3.1427483559e+00
2.1792359650e-01,-3.6726911068e+00
2.8343882561e+00,3.0498869419e+00
-5.9677671641e-02,-3.5578713417e+00
-2.7919163704e+00,-2.5298733711e+00
