x,y
-3.0953700542e+00,-2.3199028969e+00
4.0436244011e+00,-5.5683976412e-01
-3.5925453901e-01,3.9163074493e+00
-2.9865117073e+00,-2.9110412598e+00
2.7235479355e+00,2.8119323254e+00
-3.2000796795e+00,-3.0362608433e+00
3.9881893992e-01,-4.0189852715e+00
-2.6283907890e+00,2.6906130314e+00
2.7566981316e+00,-2.2642750740e+00
-4.1028389931e+00,3.2873415947e-01
-2.7090344429e+00,2.3355693817e+00
-2.6491432190e+00,2.6611738205e+00
2.1045036316e+00,-3.1022164822e+00
3.6183385849e+00,-1.8600480258e-01
-2.4298477173e+00,3.0188403130e+00
-5.0481062382e-02,-3.9138648510e+00
-4.6680805087e-01,3.6712079048e+00
-3.9329862595e+00,3.3472475410e-01
2.9000644684e+00,2.5950284004e+00
-2.2215590477e+00,2.8532125950e+00
3.0646548271e+00,-2.8060889244e+00
2.4782228470e+00,-2.6547842026e+00
-3.8383903503e+00,-1.8702389207e-03
-2.8506243229e+00,2.9764113426e+00
3.4882049561e+00,-2.4030912668e-02
-4.1667437553e+00,-2.5623789430e-01
3.2599041462e+00,-2.3591206074e+00
2.8217997551e+00,-2.9685668945e+00
-3.7402829528e-01,3.6704142094e+00
2.3048044741e-01,-4.3419666290e+00
-4.5181446075e+00,-4.1580346227e-01
-1.6235092282e-01,3.9940776825e+00
4.2395201325e-01,-3.9985697269e+00
-2.2703993320e+00,2.2802391052e+00
-5.4719263315e-01,-3.7262573242e+00
-2.5253429413e+00,-3.1521747112e+00
2.3412556648e+00,-2.9008247852e+00
3.0139827728e+00,2.6641876698e+00
4.1989488602e+00,-1.8176640570e-01
3.1400547028e+00,-2.6006546021e+00
-4.2729444504e+00,6.9398641586e-02
3.8652687073e+00,1.3062313199e-01
-3.4892144203e+00,2.5655505657e+00
2.2888171673e+00,2.5035462379e+00
3.0145833734e-03,-4.4330019951e+00
-2.5908513069e+00,2.8274705410e+00
-2.7987096310e+00,3.6791286469e+00
2.6834568977e+00,2.2857651711e+00
-3.7821021080e+00,3.1278336048e-01
-2.8117480278e+00,-2.7589263916e+00
3.8191497326e-01,-3.9268898964e+00
3.9380309582e+00,-7.7108182013e-02
-3.8158602715e+00,-1.3692153618e-02
-4.6807286143e-01,4.1798834801e+00
-4.2454781532e+00,-2.6844304800e-01
2.7031614780e+00,2.8332722187e+00
-2.6636579037e+00,2.7903368473e+00
6.9299109280e-02,-3.9252586365e+00
-3.5278382301e+00,-8.6729151011e-01
-4.3533572555e-01,3.8222396374e+00
-2.4001123905e+00,-2.1523821354e+00
-3.3083384037e+00,-2.6130547523e+00
2.5607905388e+00,-2.7986884117e+00
2.0725324154e+00,3.0381331444e+00
-3.7341854572e+00,-2.9817447066e-01
2.2259774804e-01,4.2802591324e+00
-2.9517376423e+00,2.4493644238e+00
-2.5766476989e-01,-3.9817705154e+00
-2.5130743980e+00,-2.9046390057e+00
-2.8647887707e+00,-2.6972873211e+00
-4.0680602193e-02,3.9207890034e+00
-4.9221193790e-01,4.2198476791e+00
2.7178168297e+00,-2.4296300411e+00
3.2520174980e+00,3.1981840134e+00
3.4090011120e+00,-2.4513206482e+00
-4.3069252968e+00,1.2025851756e-01
2.4182145596e+00,-3.2408847809e+00
-3.2223742008e+00,-3.0515036583e+00
-3.2493371964e+00,-2.1708650589e+00
3.1719291210e+00,-3.4178066254e+00
-1.2112163939e-02,-3.5367314816e+00
-2.9512176514e+00,-2.8246123791e+00
4.0966472626e+00,-4.0946480632e-01
-2.7602255344e+00,2.4908413887e+00
1.7546109855e-02,3.8264083862e+00
5.4564762115e-01,-3.9558436871e+00
-3.5650062561e+00,3.2660291195e+00
3.1870293617e+00,3.0007162094e+00
1.3763029873e-01,-4.0435700417e+00
-3.0790698528e+00,-2.5910313129e+00
3.2732064724e+00,-3.0114796162e+00
